year_month,PM2.5,PM10,SO2,NO2,CO,O3
2013-03-01,105.95900537634408,123.26209677419355,37.740912903225805,63.998876747311826,1564.6122311827958,62.243121505376344
2013-04-01,60.97361111111111,90.94166666666666,21.31117111111111,43.57627166666667,983.45625,67.77215430555556
2013-05-01,80.4133064516129,138.1209677419355,26.999327956989248,42.23588709677419,1116.1733870967741,81.63148037634409
2013-06-01,110.45902777777778,133.7576388888889,15.270931111111112,48.78758333333333,1445.607638888889,74.78280277777777
2013-07-01,69.29838709677419,84.125,6.993544623655914,43.41349838709677,1062.8817204301076,77.72103481182796
2013-08-01,64.23790322580645,82.29502688172043,6.2873430107526875,40.78017580645161,922.0430107526881,80.18648172043011
2013-09-01,80.15694444444445,105.96458333333334,10.430247777777778,57.639090833333334,1326.6541666666667,45.1760675
2013-10-01,95.06317204301075,118.75940860215054,13.325233333333333,65.6418688172043,1284.8118279569892,25.16228225806452
2013-11-01,80.3861111111111,103.43333333333334,14.547222222222222,57.394444444444446,1533.6805555555557,19.18780472222222
2013-12-01,85.1263440860215,102.49462365591398,28.76018387096774,68.1073621639785,1877.9569892473119,17.285735215053762
2014-01-01,99.91868279569893,125.86693548387096,48.54099462365591,73.70497311827957,1985.6182795698924,20.686827956989248
2014-02-01,144.4233630952381,148.40029761904762,56.058035714285715,71.37946428571429,2208.8541666666665,33.685267857142854
2014-03-01,94.1774193548387,127.75,33.526881720430104,65.48118279569893,1440.4569892473119,45.65389784946237
2014-04-01,85.29861111111111,126.70138888888889,16.477083333333333,54.12638888888889,942.1527777777778,69.99791666666667
2014-05-01,63.52486559139785,114.75456989247311,11.04614206226229,45.11451612903225,899.3279569892474,89.63104838709677
2014-06-01,60.356944444444444,82.45208333333333,8.615514313440077,40.240972222222226,912.9861111111111,97.09375
2014-07-01,91.8877688172043,115.53494623655914,6.853494623655914,36.519489247311824,1012.7688172043011,100.95161290322581
2014-08-01,65.8771505376344,82.84529569892473,5.460752688172043,43.45779569892473,923.7231182795699,92.57419354838709
2014-09-01,68.29722222222222,85.30972222222222,7.7,50.08277777777778,1084.7916666666667,53.215555555555554
2014-10-01,114.52620967741936,137.1673387096774,10.459677419354838,71.42674731182795,1423.3870967741937,24.233870967741936
2014-11-01,88.86111111111111,126.48069444444445,10.677777777777777,62.709999999999994,1601.5277777777778,21.245
2014-12-01,67.2986559139785,107.40840053763442,24.206451612903223,60.57573924731182,1685.483870967742,29.258467741935483
2015-01-01,101.55551075268818,115.3111559139785,29.09905913978495,68.4247311827957,1873.72311827957,27.8122311827957
2015-02-01,96.31175595238095,121.28571428571429,22.69047619047619,51.60267857142857,1436.607142857143,41.848214285714285
2015-03-01,87.60940860215054,136.75981182795698,18.87701612903226,51.520564516129035,1159.6102150537633,54.72379032258065
2015-04-01,73.30208333333333,110.49069444444444,8.871527777777779,44.227777777777774,780.0694444444445,85.88541666666667
2015-05-01,53.60349462365591,94.02755376344086,10.008736559139784,42.579301075268816,734.2069892473119,103.01209677419355
2015-06-01,62.145833333333336,79.8586111111111,7.013194444444444,42.109722222222224,1268.9583333333333,95.23958333333333
2015-07-01,63.80107526881721,75.7002688172043,5.145833333333333,41.46975806451613,936.3575268817204,102.85215053763442
2015-08-01,47.37231182795699,60.74193548387097,5.317876344086022,36.924731182795696,871.7069892473119,93.61559139784946
2015-09-01,49.30416666666667,61.922916666666666,6.3069444444444445,48.90625,888.8888888888889,53.40277777777778
2015-10-01,71.94825268817205,88.94086021505376,5.331989247311828,56.20295698924731,974.7311827956989,36.461021505376344
2015-11-01,121.15694444444445,125.95347222222222,10.854861111111111,60.793055555555554,1875.3472222222222,14.365972222222222
2015-12-01,157.4616935483871,164.08198924731184,12.736559139784946,79.05846774193549,2828.494623655914,13.584005376344086
2016-01-01,71.58803763440861,87.30040322580645,18.100134408602152,60.17674731182796,1591.532258064516,27.889112903225808
2016-02-01,44.742097701149426,60.992097701149426,12.897270114942529,40.372844827586206,925.2155172413793,47.785919540229884
2016-03-01,90.49260752688173,124.98655913978494,15.91263440860215,60.719086021505376,1225.3360215053763,48.96975806451613
2016-04-01,65.8125,112.10763888888889,11.26388888888889,44.989583333333336,847.9166666666666,74.64305555555555
2016-05-01,48.961021505376344,88.12836021505376,9.251344086021506,36.06720430107527,702.2849462365591,97.34341397849462
2016-06-01,62.451388888888886,81.20416666666667,6.0784722222222225,36.08611111111111,786.8055555555555,98.49236111111111
2016-07-01,71.19153225806451,76.56854838709677,4.674731182795699,32.37231182795699,964.247311827957,84.88306451612904
2016-08-01,48.28360215053763,58.77150537634409,3.1169354838709675,35.185483870967744,881.0483870967741,76.4758064516129
2016-09-01,56.415277777777774,68.76805555555555,3.5708333333333333,47.009027777777774,836.875,57.202777777777776
2016-10-01,80.39650537634408,97.03965053763442,4.190188172043011,53.10349462365591,1214.3145161290322,22.515456989247312
2016-11-01,99.84583333333333,130.69583333333333,7.998611111111111,68.00972222222222,1791.388888888889,16.73125
2016-12-01,143.21370967741936,178.47043010752688,10.341397849462366,84.55510752688173,2552.6881720430106,13.862231182795698
2017-01-01,121.5241935483871,153.09610215053763,14.127016129032258,71.11626344086021,2276.814516129032,26.696908602150536
2017-02-01,71.78125,95.70758928571429,13.968005952380953,56.007440476190474,1192.782738095238,45.82738095238095
