year_month,PM2.5,PM10,SO2,NO2,CO,O3
2013-03-01,102.71908602150538,130.4220430107527,45.68150860215054,73.74540537634408,1488.7029569892472,59.373060483870965
2013-04-01,59.33263888888889,95.81388888888888,22.645806666666665,57.95395,916.3805555555556,61.568092916666664
2013-05-01,80.55779569892474,145.53763440860214,28.478882795698922,56.27202204301076,1008.4254032258065,83.99671303763441
2013-06-01,107.01527777777778,122.36041666666667,14.294443333333334,49.50818208333333,1309.6444444444444,72.30113055555556
2013-07-01,65.99260752688173,80.14247311827957,10.347447311827956,43.92900967741935,960.3978494623656,76.86910913978495
2013-08-01,61.564516129032256,81.94825268817205,7.185865591397849,45.2766872311828,718.2795698924731,83.13114758064516
2013-09-01,80.00625,99.98472222222222,9.899534444444443,56.97506375,1112.35,47.431754166666664
2013-10-01,96.49059139784946,119.9616935483871,15.193322580645162,71.0354502688172,1169.6908602150538,24.477704989919353
2013-11-01,79.46388888888889,105.86180555555555,24.654166666666665,63.90277777777778,1457.9166666666667,17.295077390046295
2013-12-01,83.3508064516129,107.07795698924731,39.69862903225806,69.833444422043,1194.220430107527,14.185615681003584
2014-01-01,100.87231182795699,132.56720430107526,55.67674731182796,74.7513440860215,1949.5967741935483,16.04771505376344
2014-02-01,150.15699404761904,157.04315476190476,62.98809523809524,75.6577380952381,2235.6398809523807,18.895089285714285
2014-03-01,94.81989247311827,133.31586021505376,37.778225806451616,73.99731182795699,1408.534946236559,43.03024193548387
2014-04-01,89.99375,137.10694444444445,18.505555555555556,67.69583333333334,931.25,72.91875
2014-05-01,63.34314516129032,124.05591397849463,15.741129032258064,57.97721774193549,991.3978494623656,90.55913978494624
2014-06-01,59.579861111111114,76.42986111111111,7.23125,45.37708333333333,980.9722222222222,98.96666666666667
2014-07-01,85.88978494623656,108.48387096774194,7.498655913978495,42.39247311827957,1053.494623655914,100.49529569892474
2014-08-01,72.0633064516129,87.69206989247311,5.316263440860215,50.3875,945.3629032258065,93.82701612903226
2014-09-01,70.28013888888889,87.98013888888889,7.322916666666667,58.12291666666667,1088.5416666666667,53.119027777777774
2014-10-01,129.62432795698925,148.30107526881721,8.891801075268818,82.30846774193549,1464.0456989247311,23.092741935483872
2014-11-01,89.37180555555555,118.0476388888889,19.390694444444442,79.22486111111111,1671.875,19.304861111111112
2014-12-01,60.8494623655914,84.96774193548387,33.825268817204304,65.09610215053763,1687.029569892473,23.295026881720432
2015-01-01,94.84032258064516,105.69946236559139,38.448051075268815,76.91129032258064,1893.4139784946237,18.879637096774193
2015-02-01,93.1264880952381,114.45833333333333,29.711309523809526,61.970238095238095,1487.5744047619048,31.676339285714285
2015-03-01,85.12123655913977,137.9040994623656,22.598387096774193,59.43797043010753,1192.6075268817203,45.36942204301075
2015-04-01,72.56180555555555,119.62152777777777,9.630555555555556,47.86875,809.4444444444445,76.40555555555555
2015-05-01,54.707661290322584,106.97177419354838,8.907930107526882,40.159946236559136,759.6102150537635,94.59811827956989
2015-06-01,62.422222222222224,83.92013888888889,6.6375,39.080555555555556,1175.0,92.32291666666667
2015-07-01,67.38104838709677,80.05376344086021,5.285618279569892,39.990591397849464,973.5887096774194,99.49260752688173
2015-08-01,51.20564516129032,69.44690860215054,3.448252688172043,39.902553763440864,889.7849462365591,97.68951612903226
2015-09-01,53.31527777777778,68.40555555555555,5.374305555555556,46.706944444444446,875.6944444444445,61.69375
2015-10-01,75.25403225806451,94.36559139784946,6.029569892473118,58.836021505376344,957.9301075268817,37.92607526881721
2015-11-01,120.8236111111111,128.18958333333333,10.878472222222221,64.8,1942.361111111111,11.386111111111111
2015-12-01,155.24126344086022,166.7923387096774,22.679435483870968,83.39583333333333,2809.6774193548385,12.701612903225806
2016-01-01,67.23521505376344,84.87970430107526,23.456989247311828,56.887768817204304,1488.4408602150538,23.14516129032258
2016-02-01,41.0323275862069,56.758620689655174,15.060344827586206,39.94181034482759,924.7844827586207,43.473419540229884
2016-03-01,95.07661290322581,143.73857526881721,19.28293010752688,62.16465053763441,1248.4543010752689,43.94489247311828
2016-04-01,73.27291666666666,128.47430555555556,11.11736111111111,47.35486111111111,788.6805555555555,69.39166666666667
2016-05-01,56.946236559139784,102.70631720430107,9.75268817204301,40.880376344086024,728.6290322580645,92.84408602150538
2016-06-01,66.20208333333333,86.06597222222223,5.781944444444444,40.27430555555556,831.0416666666666,108.32222222222222
2016-07-01,80.11895161290323,89.3239247311828,4.985887096774194,38.16599462365591,941.7230315643426,92.78091397849462
2016-08-01,48.990591397849464,65.40389784946237,3.943548387096774,41.082661290322584,867.7527748872703,80.80846774193549
2016-09-01,57.24861111111111,76.39791666666666,3.938888888888889,51.950694444444444,797.9861111111111,55.68819444444444
2016-10-01,87.02956989247312,111.12836021505376,5.214381720430108,63.88709677419355,1169.0860215053763,21.500672043010752
2016-11-01,107.03125,147.11180555555555,13.463888888888889,71.32152777777777,1699.861111111111,13.292361111111111
2016-12-01,142.92271505376345,164.61895161290323,21.670698924731184,86.64112903225806,2497.983870967742,14.650537634408602
2017-01-01,116.23387096774194,140.53360215053763,21.621639784946236,71.35551075268818,1916.1290322580646,42.398521505376344
2017-02-01,71.57291666666667,89.37574404761905,20.857886904761905,57.796875,1002.9761904761905,49.44419642857143
